page_id	name	urlslug	ID	ALIGN	EYE	HAIR	SEX	GSM	ALIVE	APPEARANCES	FIRST APPEARANCE	Year	lon	lat
12779	Katsuo Sasaki (Earth-616)	\/Katsuo_Sasaki_(Earth-616)	Secret Identity	Bad Characters			Male Characters		Living Characters	4	Aug-72	1972	140.87088514892486	-74.25752662327793
295661	Wilma Calvin (Earth-616)	\/Wilma_Calvin_(Earth-616)		Good Characters		White Hair	Female Characters		Living Characters	4	Jun-72	1972	-117.1611	32.7157
18441	Aelfric (Earth-616)	\/Aelfric_(Earth-616)	Secret Identity	Bad Characters			Male Characters		Deceased Characters	4	Jan-73	1973	90.27250448133435	-19.666924993045924
18305	Aloysius Vault (Earth-616)	\/Aloysius_Vault_(Earth-616)		Bad Characters		Black Hair	Male Characters		Living Characters	4	Dec-73	1973	-100.77547315107081	37.18894272479825
109742	Black Mariah (Earth-616)	\/Black_Mariah_(Earth-616)	Secret Identity	Bad Characters	Brown Eyes	Black Hair	Female Characters		Living Characters	4	Jan-73	1973	48.98087371410708	-28.09860108061872
333395	Bride of Frankenstein (Earth-616)	\/Bride_of_Frankenstein_(Earth-616)	Secret Identity			Black Hair	Female Characters		Living Characters	4	Mar-73	1973	-57.31206470808985	-48.011370349257405
43067	Charles LeJeune (Earth-616)	\/Charles_LeJeune_(Earth-616)	Public Identity	Good Characters		Grey Hair	Male Characters		Deceased Characters	4	Sep-73	1973	108.32050313090787	-72.86281982499787
30886	Christine Murrow (Earth-616)	\/Christine_Murrow_(Earth-616)	Public Identity			Strawberry Blond Hair	Female Characters		Living Characters	4	Dec-73	1973	15.537826980651573	59.051137532508164
301368	Dragonus (Earth-616)	\/Dragonus_(Earth-616)		Bad Characters			Male Characters		Living Characters	4	Jan-73	1973	-117.1611	32.7157
2049	Ludi (Earth-616)	\/Ludi_(Earth-616)	Secret Identity	Bad Characters	White Eyes	Grey Hair	Male Characters		Living Characters	4	May-73	1973	26.11061212452998	5.5481231563894795
554419	Madoxx (Earth-616)	\/Madoxx_(Earth-616)	Public Identity	Good Characters		White Hair	Male Characters		Living Characters	4	Aug-73	1973	97.25037309139242	54.17240212828102
438516	Mister Six (Earth-616)	\/Mister_Six_(Earth-616)	Secret Identity	Bad Characters			Male Characters		Living Characters	4	Oct-73	1973	36.76503017801494	-86.99163863645867
86069	Mongu (Earth-616)	\/Mongu_(Earth-616)	No Dual Identity	Bad Characters	Red Eyes	Brown Hair	Male Characters		Living Characters	4	Jun-73	1973	-64.0495754426507	41.15225216906387
246414	Mordecai Jones (Earth-616)	\/Mordecai_Jones_(Earth-616)		Bad Characters		Black Hair	Male Characters		Living Characters	4	Mar-73	1973	-161.1609439399453	-47.37579900895745
15395	Murdoch Adams (Earth-616)	\/Murdoch_Adams_(Earth-616)		Good Characters		Blond Hair	Male Characters		Living Characters	4	May-73	1973	-4.854150237677686	15.51397373382352
20101	Nimrod (Vampire) (Earth-616)	\/Nimrod_(Vampire)_(Earth-616)	Secret Identity	Bad Characters	Red Eyes	Black Hair	Male Characters		Deceased Characters	4	Oct-73	1973	153.63356501393076	-19.46761468833587
15277	Ramon Garcia (Earth-616)	\/Ramon_Garcia_(Earth-616)	Public Identity	Bad Characters	Brown Eyes	Brown Hair	Male Characters		Deceased Characters	4	Jun-73	1973	-50.50289820391163	62.104426878969264
249101	Ree-Zee (Earth-616)	\/Ree-Zee_(Earth-616)	Secret Identity	Bad Characters	Red Eyes	No Hair	Male Characters		Living Characters	4	Jan-73	1973	120.33121010437338	-53.00402141699485
570105	Robert Landers (Earth-616)	\/Robert_Landers_(Earth-616)	Public Identity	Good Characters			Male Characters		Living Characters	4	May-73	1973	-164.46406919659324	38.68352377039113
79531	Thomas Thunderhead (Earth-616)	\/Thomas_Thunderhead_(Earth-616)	Secret Identity	Good Characters	Black Eyes	Black Hair	Male Characters		Living Characters	4	May-73	1973	-117.1611	32.7157
410772	Tryx (Earth-616)	\/Tryx_(Earth-616)	No Dual Identity	Good Characters		Brown Hair	Male Characters		Living Characters	4	Dec-73	1973	-117.1611	32.7157
249902	Virago (Earth-616)	\/Virago_(Earth-616)		Bad Characters	Orange Eyes	Green Hair	Female Characters		Living Characters	4	Aug-73	1973	-57.682387939272616	-14.549912239645806
65502	Vlad Tepulus (Earth-616)	\/Vlad_Tepulus_(Earth-616)	Public Identity				Male Characters		Living Characters	4	Sep-73	1973	-175.3415472530317	24.608233963692697
2749	Zartra (Atlantean) (Earth-616)	\/Zartra_(Atlantean)_(Earth-616)	Public Identity	Good Characters	Blue Eyes	Auburn Hair	Female Characters		Living Characters	4	Oct-73	1973	-117.1611	32.7157
13014	Alvin Denton (Earth-616)	\/Alvin_Denton_(Earth-616)	No Dual Identity			Brown Hair	Male Characters		Deceased Characters	4	Nov-74	1974	82.43534819481204	-44.34280141769153
239032	Avalon (Caretaker) (Earth-616)	\/Avalon_(Caretaker)_(Earth-616)	No Dual Identity	Good Characters					Living Characters	4	Jan-74	1974	87.92733325411564	-32.481440795961575
511955	Ayla Prentiss (Earth-616)	\/Ayla_Prentiss_(Earth-616)	No Dual Identity		Blue Eyes	Blond Hair	Female Characters		Living Characters	4	May-74	1974	31.502795723172227	-52.254665049655785
643330	Celestia Denton (Earth-616)	\/Celestia_Denton_(Earth-616)		Bad Characters			Female Characters		Deceased Characters	4	Nov-74	1974	21.482838000417985	-9.98638936581122
15509	Cornell Cottonmouth (Earth-616)	\/Cornell_Cottonmouth_(Earth-616)	Secret Identity	Bad Characters	Black Eyes	Bald	Male Characters		Living Characters	4	Jun-74	1974	-29.669838707363766	30.885586855418083
491158	Czar-Doon (Earth-616)	\/Czar-Doon_(Earth-616)	Public Identity	Bad Characters		No Hair	Male Characters		Living Characters	4	May-74	1974	-117.1611	32.7157
301738	David Eshcol (Earth-616)	\/David_Eshcol_(Earth-616)	No Dual Identity	Good Characters			Male Characters		Deceased Characters	4	Nov-74	1974	110.57887529773836	18.295427707530905
70078	FAUST (Fully Automated Unit of Structural Technology) (Earth-616)	\/FAUST_(Fully_Automated_Unit_of_Structural_Technology)_(Earth-616)	Secret Identity	Good Characters					Living Characters	4	Feb-74	1974	-149.24214456364513	-88.80203472063461
1850	Ikthalon (Earth-616)	\/Ikthalon_(Earth-616)	Secret Identity	Bad Characters		No Hair	Male Characters		Living Characters	4	Mar-74	1974	-46.374324227807165	-49.5257322927322
632727	James Sinoda (Earth-616)	\/James_Sinoda_(Earth-616)	Secret Identity	Bad Characters			Male Characters		Deceased Characters	4	Jun-74	1974	101.82104572227803	34.72904089771927
438566	Jason Adamson (Earth-616)	\/Jason_Adamson_(Earth-616)					Male Characters		Living Characters	4	Jun-74	1974	60.0871062102064	13.660323758020596
43613	Krowtanem (Earth-616)	\/Krowtanem_(Earth-616)		Bad Characters			Male Characters		Living Characters	4	Nov-74	1974	-177.3871973246982	-87.16943286489827
631619	Lenore Frankenstein (Earth-616)	\/Lenore_Frankenstein_(Earth-616)	Public Identity	Neutral Characters			Female Characters		Deceased Characters	4	Jul-74	1974	-93.78937023057816	59.11358524873435
525671	Loc Do (Earth-616)	\/Loc_Do_(Earth-616)	Public Identity	Bad Characters	Grey Eyes	Black Hair	Male Characters		Deceased Characters	4	Aug-74	1974	87.25129437325461	-19.09723264724566
438000	Loralee Tate (Earth-616)	\/Loralee_Tate_(Earth-616)	No Dual Identity	Good Characters			Female Characters		Living Characters	4	Feb-74	1974	77.6162374249036	15.875018676001943
63336	Maxwell Plumm (Earth-616)	\/Maxwell_Plumm_(Earth-616)		Bad Characters	Black Eyes	Brown Hair	Male Characters		Deceased Characters	4	Apr-74	1974	-117.1953293540073	88.81803219211372
260744	Papa Shorty (Earth-616)	\/Papa_Shorty_(Earth-616)	Secret Identity	Bad Characters	Brown Eyes	Black Hair	Male Characters		Deceased Characters	4	May-74	1974	-78.08579918080486	58.409625827349714
13118	Protector (Rhunian Android) (Earth-616)	\/Protector_(Rhunian_Android)_(Earth-616)	No Dual Identity	Bad Characters		No Hair			Living Characters	4	Jan-74	1974	40.01163467985879	-10.741777736100431
491358	Rachel Dandridge (Earth-616)	\/Rachel_Dandridge_(Earth-616)	Public Identity	Neutral Characters	Black Eyes	Black Hair	Female Characters		Living Characters	4	Sep-74	1974	-120.57066384319293	27.202724542469554
438587	Rebecca Adamson (Earth-616)	\/Rebecca_Adamson_(Earth-616)					Female Characters		Living Characters	4	Jun-74	1974	-80.59155943416403	62.31470170107869
299627	Sinbad (Earth-616)	\/Sinbad_(Earth-616)		Good Characters		Black Hair	Male Characters		Living Characters	4	Jun-74	1974	95.35084665106052	69.8259998266517
549998	Sybil Mills (Earth-616)	\/Sybil_Mills_(Earth-616)	Public Identity	Good Characters	Blue Eyes		Female Characters		Living Characters	4	Nov-74	1974	-47.39667925967743	8.942945840428493
21127	Victoria Wingate Hellstrom (Earth-616)	\/Victoria_Wingate_Hellstrom_(Earth-616)	No Dual Identity	Neutral Characters	Blue Eyes	Brown Hair	Female Characters		Living Characters	4	Jan-74	1974	-92.43487341510384	38.724262538984334
438950	Wayne Logan (Earth-616)	\/Wayne_Logan_(Earth-616)		Good Characters			Male Characters		Living Characters	4	Jun-74	1974	-98.42140172480043	-36.44246931807835
502946	William Roberts (Earth-616)	\/William_Roberts_(Earth-616)		Bad Characters	Brown Eyes	Black Hair	Male Characters		Living Characters	4	May-74	1974	-127.31862270842902	5.678837513172127
654195	Yolinda (Earth-616)	\/Yolinda_(Earth-616)	No Dual Identity		Blue Eyes	Blond Hair	Female Characters		Deceased Characters	4	Apr-74	1974	98.72530962367432	48.43043543986093
62812	Berserker (Android) (Earth-616)	\/Berserker_(Android)_(Earth-616)		Bad Characters			Male Characters		Deceased Characters	4	May-75	1975	-117.1611	32.7157
88638	Dorrek (Earth-616)	\/Dorrek_(Earth-616)	No Dual Identity	Neutral Characters	Green Eyes	No Hair	Male Characters		Living Characters	4	Mar-75	1975	36.92288934251283	37.72371017378083
306444	Droog (Earth-616)	\/Droog_(Earth-616)			White Eyes	No Hair	Male Characters		Living Characters	4	Jun-75	1975	-76.97434199036039	9.915645694837622
555584	Fer-Porr (Earth-616)	\/Fer-Porr_(Earth-616)		Bad Characters		Brown Hair	Male Characters		Living Characters	4	Mar-75	1975	-118.79999259602872	-2.9292373593009984
244527	Garko (Earth-616)	\/Garko_(Earth-616)	Secret Identity	Bad Characters	Blue Eyes	Brown Hair	Male Characters		Deceased Characters	4	May-75	1975	73.29213613095197	32.95474229564692
728056	Garth (Other Realm) (Earth-616)	\/Garth_(Other_Realm)_(Earth-616)	No Dual Identity	Good Characters		Blond Hair	Male Characters		Living Characters	4	Jul-75	1975	58.09677099101697	64.24971178216498
1695	Geb (Earth-616)	\/Geb_(Earth-616)	No Dual Identity	Neutral Characters			Male Characters		Living Characters	4	Nov-75	1975	75.38538212589594	22.35661029583548
728058	Gorjoon (Other Realm) (Earth-616)	\/Gorjoon_(Other_Realm)_(Earth-616)	No Dual Identity	Good Characters		Brown Hair	Male Characters		Living Characters	4	Jul-75	1975	34.680766208810496	-82.30320457857941
641119	Indigo (ICON) (Earth-616)	\/Indigo_(ICON)_(Earth-616)	Secret Identity	Bad Characters			Male Characters		Deceased Characters	4	May-75	1975	130.15622569727952	-4.662775972870449
18340	Jeff Cochren (Earth-616)	\/Jeff_Cochren_(Earth-616)		Good Characters		Black Hair	Male Characters		Deceased Characters	4	Aug-75	1975	4.163235835154268	-35.93778862000799
439429	Juno (Earth-616)	\/Juno_(Earth-616)	No Dual Identity	Bad Characters		Bald	Male Characters		Deceased Characters	4	Oct-75	1975	-137.8582000049169	61.384696820312655
1921	Khordes (Earth-616)	\/Khordes_(Earth-616)	Public Identity				Male Characters		Living Characters	4	Feb-75	1975	57.4460870795572	85.05867124548166
16098	Kirov Petrovna (Earth-616)	\/Kirov_Petrovna_(Earth-616)		Bad Characters	Blue Eyes	Black Hair	Male Characters		Deceased Characters	4	Feb-75	1975	-150.12357361216752	-51.945786888728094
728059	Lambert (Other Realm) (Earth-616)	\/Lambert_(Other_Realm)_(Earth-616)	No Dual Identity	Good Characters		White Hair	Male Characters		Living Characters	4	Jul-75	1975	110.16635300464304	60.06168525747901
171682	Lazarus (Earth-616)	\/Lazarus_(Earth-616)	Secret Identity	Bad Characters		White Hair	Male Characters		Living Characters	4	Jan-75	1975	50.15966144749453	54.052727916729594
2490	Michael Stivak (Earth-616)	\/Michael_Stivak_(Earth-616)	Secret Identity	Good Characters		Grey Hair	Male Characters		Living Characters	4	Oct-75	1975	162.0519962783195	-87.99409344110275
198954	Mister Carpenter (Earth-616)	\/Mister_Carpenter_(Earth-616)		Bad Characters		Black Hair	Male Characters		Living Characters	4	May-75	1975	143.0952087619782	-78.24308970331606
670969	Musenda (Earth-616)	\/Musenda_(Earth-616)	No Dual Identity	Good Characters	Brown Eyes	Black Hair	Male Characters		Living Characters	4	Mar-75	1975	170.57657725195543	-0.5888603247676087
14085	Nick Lewis, Jr. (Earth-616)	\/Nick_Lewis,_Jr._(Earth-616)	Secret Identity	Bad Characters	Brown Eyes	Black Hair	Male Characters		Living Characters	4	Nov-75	1975	-82.41030411425585	-11.038372571803237
249114	Raphael Zoran (Earth-616)	\/Raphael_Zoran_(Earth-616)	Secret Identity	Bad Characters		Brown Hair	Male Characters		Living Characters	4	Dec-75	1975	67.54773541713826	-38.89445659579282
71248	Rebecca Rainbow (Earth-616)	\/Rebecca_Rainbow_(Earth-616)	Public Identity	Good Characters		Black Hair	Female Characters		Living Characters	4	Mar-75	1975	-117.1611	32.7157
691708	Shabby Allus (Earth-616)	\/Shabby_Allus_(Earth-616)	No Dual Identity	Good Characters			Male Characters		Living Characters	4	Nov-75	1975	64.06909175548662	45.881687559693205
555580	Sro-Himm (Earth-616)	\/Sro-Himm_(Earth-616)		Bad Characters		Bald	Male Characters		Living Characters	4	Mar-75	1975	-54.41181033628989	24.91500354863284
641121	Werner Schmidt (ICON) (Earth-616)	\/Werner_Schmidt_(ICON)_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	4	May-75	1975	119.34180001031325	43.07861517179779
18343	Alexi Bruskin (Earth-616)	\/Alexi_Bruskin_(Earth-616)	No Dual Identity	Good Characters		Black Hair	Male Characters		Deceased Characters	4	Aug-76	1976	38.90409219792426	-20.498759040681335
80885	Arthur Winslow (Earth-616)	\/Arthur_Winslow_(Earth-616)					Male Characters		Living Characters	4	Mar-76	1976	-8.764822437911562	35.405631098680985
59411	Bambi (Earth-616)	\/Bambi_(Earth-616)	No Dual Identity	Neutral Characters			Female Characters		Living Characters	4	Jan-76	1976	-153.84116602902117	3.2576949067506007
195283	Basilisk (Demon) (Earth-616)	\/Basilisk_(Demon)_(Earth-616)		Bad Characters	Red Eyes		Male Characters		Living Characters	4	Jun-76	1976	-127.06097710039745	53.4106607248996
717551	Brother Inquisitor (Earth-616)	\/Brother_Inquisitor_(Earth-616)	Secret Identity	Neutral Characters			Male Characters		Living Characters	4	Sep-76	1976	44.891630455668064	-18.799484001852406
86181	Bun-Dall (Earth-616)	\/Bun-Dall_(Earth-616)	No Dual Identity	Neutral Characters		Bald	Male Characters		Living Characters	4	Jul-76	1976	162.32109272293775	29.57415349342969
36082	Burning Snake (Earth-616)	\/Burning_Snake_(Earth-616)							Living Characters	4	May-76	1976	-177.97059219594885	34.95871835654012
486909	Dale West (Earth-616)	\/Dale_West_(Earth-616)	No Dual Identity	Good Characters		Red Hair	Male Characters		Living Characters	4	Feb-76	1976	126.69455117561557	-80.05272036479285
722684	Filippo Ayala (Earth-616)	\/Filippo_Ayala_(Earth-616)	No Dual Identity	Bad Characters			Male Characters		Deceased Characters	4	Aug-76	1976	-31.699687256479194	32.512543386859406
66258	Fred Hovel (Earth-616)	\/Fred_Hovel_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Living Characters	4	Jan-76	1976	53.05507837539491	69.15067881252108
246353	Geoffrey Ballard (Earth-616)	\/Geoffrey_Ballard_(Earth-616)		Bad Characters		Black Hair	Male Characters		Living Characters	4	Aug-76	1976	123.87614576609468	76.505327065503
177130	Gingerbread Man (Earth-616)	\/Gingerbread_Man_(Earth-616)	Secret Identity	Bad Characters			Male Characters		Deceased Characters	4	Nov-76	1976	28.050620049335834	-31.50467624091086
36083	Goat-Child (Earth-616)	\/Goat-Child_(Earth-616)							Living Characters	4	May-76	1976	-112.88511976610307	-29.069563640897364
422509	Herbert Bell (Earth-616)	\/Herbert_Bell_(Earth-616)	No Dual Identity	Good Characters		Black Hair	Male Characters		Living Characters	4	Feb-76	1976	153.21741225449728	87.13117086109887
18732	Herbert Griswold (Earth-616)	\/Herbert_Griswold_(Earth-616)		Bad Characters		White Hair			Living Characters	4	Aug-76	1976	-0.9790715310718952	-57.52622685024847
564961	Hesperus Chadwick (Earth-616)	\/Hesperus_Chadwick_(Earth-616)	No Dual Identity	Bad Characters		Black Hair	Male Characters		Living Characters	4	Mar-76	1976	-154.3068697175721	-2.9647536057497774
16066	Jacob Pollock (Earth-616)	\/Jacob_Pollock_(Earth-616)	No Dual Identity	Bad Characters			Male Characters		Living Characters	4	Sep-76	1976	-117.1611	32.7157
18569	Joon Moon Yuc (Earth-616)	\/Joon_Moon_Yuc_(Earth-616)	No Dual Identity			Black Hair	Male Characters		Living Characters	4	Nov-76	1976	48.95076553529293	21.635215859684934
106954	Lancelot (Iron Fist Ally) (Earth-616)	\/Lancelot_(Iron_Fist_Ally)_(Earth-616)	Public Identity			Black Hair	Male Characters		Living Characters	4	Feb-76	1976	-94.3782121912366	-27.553251177935323
345121	Mason Harding (Earth-616)	\/Mason_Harding_(Earth-616)	No Dual Identity	Good Characters		Grey Hair	Male Characters		Living Characters	4	Jun-76	1976	152.34089223296797	17.638803972717326
66260	Matilda von Tromp (Earth-616)	\/Matilda_von_Tromp_(Earth-616)	Secret Identity	Bad Characters		Red Hair	Female Characters		Living Characters	4	Jan-76	1976	-69.64341672357486	58.06822069284624
66256	Morton Kribbee (Earth-616)	\/Morton_Kribbee_(Earth-616)	Secret Identity	Bad Characters		Blond Hair	Male Characters		Living Characters	4	Jan-76	1976	-117.1611	32.7157
593395	Nestor Ayala (Earth-616)	\/Nestor_Ayala_(Earth-616)	No Dual Identity	Good Characters			Male Characters		Deceased Characters	4	Mar-76	1976	65.04910822591313	55.098310036500266
66254	Olivier Bedwette (Earth-616)	\/Olivier_Bedwette_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Living Characters	4	Jan-76	1976	175.12031602424037	21.937508670186148
1370	Ren\u00e9 Duquesne (Earth-616)	\/Ren%C3%A9_Duquesne_(Earth-616)	Secret Identity	Good Characters			Male Characters		Living Characters	4	Jul-76	1976	97.36850195657138	18.969202420293257
505347	Sandy York (Earth-616)	\/Sandy_York_(Earth-616)	No Dual Identity	Good Characters		Blond Hair	Male Characters		Living Characters	4	Oct-76	1976	135.17277076965337	4.334858066899571
534268	Scrounger (Earth-616)	\/Scrounger_(Earth-616)	Secret Identity	Neutral Characters	Black Eyes	Black Hair	Male Characters		Living Characters	4	Jul-76	1976	67.65550151829171	14.584313282141153
298280	Slitherogue (Earth-616)	\/Slitherogue_(Earth-616)		Bad Characters	Grey Eyes	Black Hair	Male Characters		Living Characters	4	Mar-76	1976	34.268621439497934	71.99783021433939
255858	Tandy Snow (Earth-616)	\/Tandy_Snow_(Earth-616)		Good Characters		Black Hair	Female Characters		Living Characters	4	Feb-76	1976	161.39220371153277	-65.31734561835441
492414	Victor Cochran (Earth-616)	\/Victor_Cochran_(Earth-616)	Secret Identity	Bad Characters		Black Hair	Male Characters		Deceased Characters	4	Jul-76	1976	101.20677782691632	26.777634151684424
195263	Vira (Tode) (Earth-616)	\/Vira_(Tode)_(Earth-616)	No Dual Identity				Female Characters		Living Characters	4	Jul-76	1976	-41.0597292893691	-9.513451740412052
115994	Abel Stack (Earth-616)	\/Abel_Stack_(Earth-616)	No Dual Identity	Good Characters	Blue Eyes	Brown Hair	Male Characters		Living Characters	4	Jul-77	1977	-117.1611	32.7157
609946	Burgundy (Power Man Ally) (Earth-616)	\/Burgundy_(Power_Man_Ally)_(Earth-616)		Good Characters	Brown Eyes	Black Hair	Female Characters		Living Characters	4	May-77	1977	-93.9619958536767	88.21463242826508
658826	Capricorn (LMD) (Earth-616)	\/Capricorn_(LMD)_(Earth-616)	Secret Identity	Bad Characters			Male Characters		Living Characters	4	Aug-77	1977	-108.07666984681597	88.88254671066483
442904	Charles Delazny Sr. (Earth-616)	\/Charles_Delazny_Sr._(Earth-616)				Black Hair	Male Characters		Living Characters	4	Feb-77	1977	-75.22987844201988	-58.10723336706321
414562	Fee-Lon (Earth-616)	\/Fee-Lon_(Earth-616)	Public Identity			Brown Hair	Male Characters		Living Characters	4	Mar-77	1977	-165.90203511292293	30.833548024674798
18804	Jakarra (Earth-616)	\/Jakarra_(Earth-616)	Secret Identity		Red Eyes	Bald	Male Characters		Living Characters	4	Nov-77	1977	100.00448051699266	49.17245512002134
690343	Judy Parks (Earth-616)	\/Judy_Parks_(Earth-616)					Female Characters		Living Characters	4	Apr-77	1977	141.23824104299797	80.63112813274216
43668	Kur (Earth-616)	\/Kur_(Earth-616)		Bad Characters			Male Characters		Living Characters	4	Feb-77	1977	-173.27010060519217	12.838870189197976
441767	Lynn Anderson (Earth-616)	\/Lynn_Anderson_(Earth-616)					Female Characters		Living Characters	4	May-77	1977	-120.86660522587738	34.9174326742404
37285	Pisces (Female LMD) (Earth-616)	\/Pisces_(Female_LMD)_(Earth-616)				Blond Hair	Female Characters		Living Characters	4	Aug-77	1977	-90.80762944653806	-74.11983233059786
658836	Pisces (LMD) (Earth-616)	\/Pisces_(LMD)_(Earth-616)	Secret Identity	Bad Characters		Blond Hair	Female Characters		Living Characters	4	Aug-77	1977	-117.9098280123113	85.01967899373298
189062	Zarin (Eternal) (Earth-616)	\/Zarin_(Eternal)_(Earth-616)	Secret Identity	Neutral Characters	Blue Eyes		Male Characters		Living Characters	4	May-77	1977	-46.16930097654526	-67.31656037796496
263574	Zirksu (Earth-616)	\/Zirksu_(Earth-616)	Secret Identity	Bad Characters	Green Eyes	No Hair	Male Characters		Living Characters	4	Apr-77	1977	-129.01262507145003	62.80945531550347
24653	Con Ticci Viracocha (Earth-616)	\/Con_Ticci_Viracocha_(Earth-616)	Secret Identity	Good Characters			Male Characters		Living Characters	4	Sep-78	1978	54.5737807876408	6.8439973254915145
267642	Eugene Everett (Earth-616)	\/Eugene_Everett_(Earth-616)				Black Hair	Male Characters		Living Characters	4	Mar-78	1978	-40.51644316115866	-45.339536007845254
45203	Factor-X (Earth-616)	\/Factor-X_(Earth-616)		Bad Characters			Male Characters		Living Characters	4	Jul-78	1978	146.87490961070466	8.244766569031285
246693	Jason Beere (Earth-616)	\/Jason_Beere_(Earth-616)		Bad Characters	Brown Eyes	Brown Hair	Male Characters		Living Characters	4	Mar-78	1978	108.67940010221292	-74.47208032641984
18839	Joshua Itobo (Earth-616)	\/Joshua_Itobo_(Earth-616)	Public Identity	Good Characters		Black Hair	Male Characters		Living Characters	4	Jan-78	1978	-118.9547898151819	-79.98075837622514
59568	Khanata (Earth-616)	\/Khanata_(Earth-616)	Public Identity		Brown Eyes	Black Hair	Male Characters		Living Characters	4	Mar-78	1978	-151.90068532152617	80.46701430404767
95534	Kogar (Earth-616)	\/Kogar_(Earth-616)	Secret Identity	Bad Characters	Brown Eyes	Black Hair	Male Characters		Living Characters	4	Jul-78	1978	61.413563908955155	-15.339189808134918
165794	Krollar (Earth-616)	\/Krollar_(Earth-616)		Bad Characters		No Hair	Male Characters		Deceased Characters	4	Jul-78	1978	125.04363759219257	-79.883179821847
703408	Lord Gaea (Earth-616)	\/Lord_Gaea_(Earth-616)		Bad Characters		No Hair	Male Characters		Living Characters	4	Nov-78	1978	-152.09598820497052	-47.0983935507026
43768	Miles Brickman (Earth-616)	\/Miles_Brickman_(Earth-616)	Public Identity	Neutral Characters		Black Hair	Male Characters		Living Characters	4	Oct-78	1978	143.09573951561157	53.92948362928297
15279	Phillip Garcia (Earth-616)	\/Phillip_Garcia_(Earth-616)	Public Identity	Bad Characters	Brown Eyes	Black Hair	Male Characters		Living Characters	4	Aug-78	1978	-104.34193317021797	42.43171660328139
165790	Rhiahn (Earth-616)	\/Rhiahn_(Earth-616)		Bad Characters	One Eye		Male Characters		Deceased Characters	4	Jul-78	1978	37.65356740871661	-36.368485696339555
39603	Tabur (Earth-616)	\/Tabur_(Earth-616)	Secret Identity	Good Characters			Male Characters		Living Characters	4	Jun-78	1978	-117.1611	32.7157
36259	Alfeo Spinosa (Earth-616)	\/Alfeo_Spinosa_(Earth-616)		Good Characters		Black Hair	Male Characters		Living Characters	4	Dec-79	1979	-117.1611	32.7157
14547	Eyekillers (Earth-616)	\/Eyekillers_(Earth-616)	Secret Identity	Bad Characters					Living Characters	4	Dec-79	1979	153.30572238250073	-26.322358633194597
430266	Odysseus (Earth-616)	\/Odysseus_(Earth-616)		Neutral Characters		Brown Hair	Male Characters		Deceased Characters	4	Nov-79	1979	-117.1611	32.7157
90599	Pamela Quinn (Earth-616)	\/Pamela_Quinn_(Earth-616)	Public Identity	Good Characters		Blond Hair	Female Characters		Living Characters	4	Oct-79	1979	100.83819277928222	11.92502875372223
430272	Patroclus (Earth-616)	\/Patroclus_(Earth-616)	Public Identity			Blond Hair	Male Characters		Living Characters	4	Nov-79	1979	-133.05627651128395	-4.9097752249428055
97298	Tisha Scarabeus (Earth-616)	\/Tisha_Scarabeus_(Earth-616)	Public Identity				Female Characters		Living Characters	4	Jun-79	1979	128.9711785762155	30.070934567426164
128319	Vassily Khandruvitch (Earth-616)	\/Vassily_Khandruvitch_(Earth-616)	No Dual Identity			Grey Hair	Male Characters		Living Characters	4	Oct-79	1979	80.68986168798295	-57.75318655002986
9050	Watoomb (Earth-616)	\/Watoomb_(Earth-616)		Neutral Characters		No Hair	Male Characters		Living Characters	4	Apr-79	1979	57.011946942765036	31.844502348979503
180879	William Evans, Jr. (Earth-616)	\/William_Evans,_Jr._(Earth-616)	Public Identity	Good Characters	Brown Eyes	Black Hair	Male Characters		Deceased Characters	4	Feb-79	1979	-117.1611	32.7157
244367	Azaziah (Earth-616)	\/Azaziah_(Earth-616)	Secret Identity	Bad Characters	Blue Eyes	White Hair	Male Characters		Living Characters	4	Apr-80	1980	134.89554045451194	-71.55378695199369
62888	Dominic Tyrone (Earth-616)	\/Dominic_Tyrone_(Earth-616)	Secret Identity	Bad Characters	Blue Eyes	Black Hair	Male Characters		Deceased Characters	4	Aug-80	1980	-127.56465975439289	85.96333549982762
243017	Fasolt (Earth-616)	\/Fasolt_(Earth-616)		Bad Characters		Black Hair	Male Characters		Living Characters	4	Apr-80	1980	95.89106208822369	-41.720284643162714
2745	Hestia (Earth-616)	\/Hestia_(Earth-616)	Secret Identity	Good Characters	Blue Eyes	Blond Hair	Female Characters		Living Characters	4	Nov-80	1980	-170.26499755686675	-11.78465296815935
24646	Itzamna (Earth-616)	\/Itzamna_(Earth-616)							Living Characters	4	Oct-80	1980	-117.1611	32.7157
92815	Jack Wordman (Earth-616)	\/Jack_Wordman_(Earth-616)	Public Identity	Bad Characters		Grey Hair	Male Characters		Living Characters	4	Oct-80	1980	106.33372155707963	-59.5931493331388
438562	Lorenzo Jacobi (Earth-616)	\/Lorenzo_Jacobi_(Earth-616)	Public Identity	Bad Characters		Grey Hair	Male Characters		Deceased Characters	4	Feb-80	1980	-149.687774693242	56.087541292047405
32548	Morgan Hardy (Earth-616)	\/Morgan_Hardy_(Earth-616)	Secret Identity	Bad Characters			Male Characters		Living Characters	4	Dec-80	1980	-164.7022988324512	76.91681913572097
